PR,Small clarification in the comments on the types of SMS to ignore,,,"joeykrim,moxie0,joeykrim",2013-07-08 14:16:39,2013-07-14 18:33:23
PR,Cancel batch mode when pressing the hardware capacitive back arrow,Bug fix Batch mode was only cancelled after deleting the selected message s Now batch mode is cancelled after deleting and after pressing the back arrow,,"joeykrim,moxie0,joeykrim,moxie0",2013-07-14 00:48:27,2013-07-22 22:31:05
PR,Default to BROADCAST when composing messages,Fixes issue 232,,moxie0,2013-07-12 08:52:18,2013-07-22 22:36:15
PR,Improved the Swedish translation,This fixes quite a few grammatical errors and translation artifacts in the Swedish translation,,thoughtbox,2013-08-16 20:09:28,2013-08-16 20:32:30
PR,Fix for timeout interval bug,Regardless of which theme is used the text color for the timeout interval was being set to black This made it difficult to read when using the Dark Theme Fixes Issue 279,,"svramusi,moxie0",2013-08-23 04:12:01,2013-09-02 05:10:45
PR,Issue333 Check MMS settings for group messages,Pull request to resolve issue 333,,"rhodey,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,rhodey,moxie0,rhodey,rhodey,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,rhodey,rhodey,rhodey,rhodey,rhodey,moxie0,rhodey,moxie0,rhodey,moxie0,rhodey,moxie0,rhodey,rhodey,rhodey",2013-09-01 21:44:55,2013-09-16 08:00:23
PR,Select Ringtone preference to Sound,In response to issue 353 TextSecure settings contain a preference labelled Select Ringtone which spawns a prompt containing a list of system notification sounds Changed the wording in Notifications section of TextSecure settings from Select Ringtone to Sound,,"rhodey,moxie0,moxie0,rhodey,moxie0,rhodey,rhodey,moxie0,rhodey,moxie0,rhodey",2013-09-30 22:15:01,2013-10-01 19:21:39
PR,use aspect preserving bitmap scalers with MMS images,This fixes issue 246 where portrait photos are incorrectly resized stretched when used with MMS messages These new aspect preserving routines are used when creating a thumbnail for the image in the composition text field when creating a thumbnail for a decrypted received MMS image that shows in the conversation and most importantly when resizing the image to 640x480 to send out,,"jcs,moxie0,jcs",2013-10-01 05:05:29,2013-10-01 23:41:41
PR,Minor Nofication Light Conveniences,Added 'always on' notification light blink pattern Added white notification light colour,,"moxie0,rhodey",2013-08-02 05:04:33,2013-10-02 03:39:08
PR,preserve aspect ratio of images when resizing for mms,This is a re do of that just adds the aspect preservation in the final Bitmap createScaledBitmap call without adding new functions Should fix issue 246,,"jcs,moxie0,jcs,moxie0,jcs,moxie0",2013-10-01 23:42:40,2013-10-10 08:45:45
PR,ActionBarSherlock versions now stored as tags,The current release of ActionBarSherlock uses tags to store its relases so the clone command throws up a warning warning Remote branch 4 2 0 not found in upstream origin using HEAD instead Instead clone HEAD and switch to the 4 2 0 tag,,"scw,moxie0",2013-10-02 07:25:11,2013-10-10 08:50:55
PR,add option to disable audible inthread notifications,Having the notification sound of an incoming message playing while you are currently in conversation with that person may be undesired sometimes This change adds a simple toggle in the options to disable it,,"nikolai-r,moxie0,moxie0,moxie0,moxie0,nikolai-r,nikolai-r",2013-10-08 08:07:52,2013-10-12 16:15:54
PR,Issues 273,extended the log for further analysing the problem,,,2013-10-12 13:52:46,2013-10-12 16:17:51
PR,Upgrade notification KeyCachingService code to use NotificationCompat Builder,The Notification constructor used on foregroundServiceModern is deprecated since android API level 11,,meskio,2013-10-12 13:08:58,2013-10-12 16:20:48
PR,Replaced Theme Sherlock Light Dialog with Theme Dialog,Unable to build against the latest version of ABS 4 3 1 due to removal of Dialogs from ABS in version 4 3 0 ABS removed dialog themes 6 months ago in version 4 3 0 Also similar issue solution for reference,,"joeykrim,moxie0,moxie0",2013-07-14 01:19:08,2013-10-13 08:44:28
PR,Updated path to ABS library and added clarification of directory location,ABS library directory was moved from library to actionbarsherlock per commit from Added clarification of the directory location where the commands are executed from Build target has to be at least 13 or ABS dependencies will cause the build to fail ABS branch 4 2 0 does not exist Great document and was very helpful minor corrections overall to,,"joeykrim,moxie0,joeykrim,moxie0",2013-07-13 22:50:24,2013-10-13 08:45:14
PR,update to in thread notification description,I felt that the description of what in thread notification could be difficult to understand for some This is better I think though I'm not fully satisfied,,thoughtbox,2013-10-13 18:09:05,2013-10-15 13:26:13
PR,Update strings xml,I think it should be in thread rather than in thread,,thoughtbox,2013-10-13 17:47:31,2013-10-15 13:28:25
PR,Allow to resend a failed message,Add an option to the context menu of the message to resend it if it has failed For issue 352 Applies the changes requested on 375,,"meskio,moxie0",2013-10-13 13:41:19,2013-10-15 13:32:12
PR,Allow to resend a failed message,Add an option to the context menu of the message to resend it if it has failed For issue 352,,"meskio,moxie0,moxie0,moxie0,meskio,meskio",2013-10-13 11:02:41,2013-10-15 14:02:47
PR,Set the right extension on saving an attachment,For issue 276,,"meskio,moxie0",2013-10-13 12:47:34,2013-10-15 14:35:14
PR,Added a new message status to MmsDatabase to signify a pending MMS downl,oad which requires APN settings Added a database method to query MMS messages based on status Added login to SendReceiveService for processing of MMS pending APN information Moved all APN MMS settings into ApnPreferencesActivity and transformed PromptApnActivity into a simple informational activity Added logic to check for APN settings on send and receive of all MMS media group email and direct user to PromptApnActivity then ApnPreferencesActivity if necessary Vocab grammar adjustments,,"rhodey,rhodey,moxie0,rhodey,moxie0,rhodey,rhodey,moxie0,moxie0,moxie0,moxie0,rhodey,rhodey,moxie0,moxie0,moxie0,moxie0,rhodey,moxie0,rhodey,rhodey,moxie0,moxie0,rhodey,rhodey,moxie0,rhodey,rhodey,moxie0,rhodey,moxie0,rhodey,rhodey,moxie0,moxie0",2013-09-16 07:58:55,2013-10-20 23:57:29
PR,New 'add contact info' option on the conversation contextual menu,This option is used to add phone numbers from the contact list on the messages For 211,,"meskio,meskio,moxie0,meskio,moxie0,meskio,moxie0",2013-10-17 00:34:51,2013-10-20 23:58:58
PR,Add deselect to batch selection mode,For 383,,meskio,2013-10-20 16:27:18,2013-10-20 23:59:41
PR,Make Add Attachment dialog readable on the dark theme,For 386,,"meskio,moxie0,meskio",2013-10-23 22:40:39,2013-10-24 07:36:54
PR,register as an SMS provider for 4 4 kitkat,I saw there was another PR for this opened but the owner had no movement in the last week so I thought I would open this in the interest of time This does the bare minimum to get text secure working properly in KitKat It does not implement any quick response functionality to keep it simple I corrected a lot of messy whitespace in the manifest I can revert if you do not want that I have tested and it works as expected in both KitKat older android As a nice to have it would be cool for the app to display a banner when it is notnot the default SMS app similar to stock SMS app,,"moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0",2013-11-13 23:38:04,2013-12-02 20:38:45
PR,Made kitkat 4 4 compliant for 408,Supports 4 4 kitkat disables sending of texts when not default sms app Lacks support to request if user wants to make the default sms app,,"moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0",2013-11-06 07:11:41,2013-12-02 20:39:36
PR,Fix issue 410 DecryptingPartInputStream could return more data than re,This change buffers data coming from a cipher update call if more data is returned than requested larger than the length passed to the read call and uses the buffer on subsequent read calls until empty I'm not that great with Java so there may be a much more efficient way of doing the array handling but it does work on KK,,"wsot,moxie0,wsot,moxie0",2013-11-12 02:07:41,2013-12-02 20:43:23
PR,Gingerbread pls go,Look like an Android app from 2013 Remove the redundant Gingerbread button styles from buttons to automatically use the Holo theme on phones that do not run a 3 year old operating system Create a new style for horizontal progress bars that uses the Holo progress bar style on v11 and above,,veeti,2013-11-30 23:41:17,2013-12-02 20:57:32
PR,Update to the latest Android Gradle plugin,Somewhat related perhaps the Gradle wrapper should be checked in to the repository It is a bit of an headache to figure out how to get it there myself since it is required for importing to Android Studio with a newer system Gradle version,,veeti,2013-11-30 23:46:46,2013-12-02 20:57:53
PR,Fix crash when no SMS package is set,I'm not even sure how I triggered this at first but it happened Can be reproduced by disabling any other SMS apps installed uninstalling TextSecure and reinstalling,,veeti,2013-12-03 07:08:30,2013-12-03 07:23:29
PR,Update strings xml,Removed emoticon from QuickResponse and changed the wording slightly of the default SMS app setting,,thoughtbox,2013-12-03 10:09:16,2013-12-03 15:56:18
PR,Update strings xml to reference Sound summary in Settings,,,"thoughtbox,moxie0,moxie0,thoughtbox",2013-12-04 15:21:33,2013-12-04 21:49:49
PR,Update preferences xml for a summary reference to Sound setting,,,thoughtbox,2013-12-04 15:19:51,2013-12-04 21:50:19
PR,Update card highlight style,Out with orange in with blue and gray on 4 4,,veeti,2013-12-03 23:21:15,2013-12-04 22:19:54
PR,Added Kannada to languages,So it appears in Language menu,,thejeshgn,2013-12-05 08:08:04,2013-12-07 19:05:02
PR,Add summary information to Sound setting in preferences,,,thoughtbox,2013-12-04 21:49:16,2013-12-07 19:08:11
PR,Clean up password unlock layout,Remove unnecessary and redundant nested layouts fix the alignment of the unlock button to the right edge of the screen use cleaner margins and replace the deprecated fill parent sizes with match parent,,"veeti,veeti",2013-12-02 21:21:01,2013-12-07 19:16:19
PR,Add a new icon,The first thing I noticed when using TextSecure was that the icon does not follow Android iconography guidelines They suggest to Use a distinct silhouette Three dimensional front view with a slight perspective as if viewed from above so that users perceive some depth I took the current icon applied the suggested best practices and came up with this What do you think This is just a first pass but I'm happy with the results screenshot 2013 12 12 16 36 46 PS Ignore the failed Travis build it does not mean anything,,"kyleconroy,kyleconroy,kyleconroy,moxie0,kyleconroy,kyleconroy,moxie0,kyleconroy,kyleconroy,veeti,kyleconroy,mcginty,moxie0",2013-12-13 00:34:19,2013-12-16 19:05:44
PR,Add tab swiping to contacts picker,,,"veeti,moxie0",2013-12-16 20:30:48,2013-12-16 20:50:41
PR,Incredibly minor cleanup of the strings file,Is there any way to opt out of BitHub for ridiculously trivial pull requests like this,,"jlund,kyleconroy,moxie0,jlund,moxie0,kyleconroy",2013-12-16 22:15:49,2013-12-16 23:02:03
PR,Show LED and ringtone setting values in their summaries,As instructed in the Android design guidelines Also removed unnatural capitalization,,"veeti,moxie0,moxie0,moxie0,moxie0,moxie0,veeti,veeti,moxie0",2013-12-03 07:13:39,2013-12-17 04:17:54
PR,set unread message count in notifications,,,"niktrix,moxie0,moxie0,niktrix,niktrix,moxie0",2013-12-18 20:07:10,2013-12-18 21:11:06
PR,set unread message count in notifications,was not able to squash commit requesting new pull,,niktrix,2013-12-18 21:14:49,2013-12-18 21:21:10
PR,Improve password caching notification UI UX,On Jelly Bean and above Use the standard notification style for a better and consistent visual appearance Use the JB notification actions API for the locking action Use a lower notification priority to prioritize other notifications over TextSecure On ICS Use the existing custom notification layout Everywhere Allow opening the app itself from the notification Simplify strings do not talk about a cached passphrase but about the app being unlocked locked Here is what the new notification looks like on a modern Android device alongside other notifications screenshot 2013 12 22 04 51 59,,"veeti,moxie0,veeti",2013-12-22 02:53:57,2014-01-01 21:51:26
PR,Moved preference key strings to static strings,,,"joeykrim,moxie0,moxie0",2013-12-27 15:27:07,2014-01-01 21:55:06
PR,Allow for Enable Enter key translation,,,thoughtbox,2014-01-02 18:00:00,2014-01-02 23:35:57
PR,Disable 'Export Encrypted Backup' button if the passphrase is disabled,Export an encrypted backup do not works properly if the passphrase is disabled As reported on issue 401,,"meskio,meskio",2013-11-04 23:56:03,2014-01-06 05:27:16
PR,Updated salt size from 8 to 16 bytes,Resolving issue,,"joeykrim,moxie0",2013-12-27 19:38:17,2014-01-08 03:35:24
PR,Removed Instrumentation classes reference,Removed Instrumentation classes references to test files not published Very minor spacing alignment adjustments,,"joeykrim,moxie0",2013-12-26 13:54:07,2014-01-08 03:36:44
PR,STATUS NONE should be equals to 1 instead of 0 fixes 503,,,"moxie0,moxie0",2013-12-24 19:42:08,2014-01-08 03:37:13
PR,fixed typos in Log w calls,I noticed a few simple typos that could effect logging if you are grepping by the tag,,"kyleconroy,moxie0",2013-12-17 02:29:09,2014-01-08 03:50:58
PR,Fix issue 433,use PendingIntent FLAG UPDATE CURRENT in calls to PendingIntent getActivity to avoid re using the same extra data on every intent,,"irv,moxie0,irv,moxie0,moxie0,mcginty,irv,moxie0,mcginty",2013-12-03 22:03:11,2014-01-08 04:08:53
PR,Push library,Hey These are fixes so that this can be built easily under AOSP as a library The res raw bit was annoying to work around because AOSP JAVA LIBRARY stuff does not support AAPT,,moxie0,2013-08-09 23:19:09,2014-01-08 04:14:01
PR,Fix for Abort Session notification,When user A aborts a secure session with user B clear the keys as before then send a message to user B notifying them that the secure session has been closed Upon receiving the abort session message user B is keys will automatically be cleared and they will be put back into an insecure state Fixes Issue 143,,"svramusi,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,svramusi,svramusi,moxie0",2013-09-02 22:43:36,2014-01-08 04:15:39
PR,wip Features variable iterations,See 184,,"richo,moxie0,moxie0,richo,moxie0,moxie0,moxie0,richo,moxie0",2013-07-19 03:57:32,2014-01-08 04:44:41
PR,keyboard usability improvements,Make keyboard open by default on password prompt Make the done button click unlock,,"mcginty,moxie0,mcginty,mcginty,moxie0",2013-03-06 03:51:09,2014-01-08 04:45:20
PR,Fix issue 469 Hide Clear Passphrase if passphrase is disabled,,,"breser,moxie0,breser,moxie0,breser",2013-12-19 04:18:59,2014-01-08 06:02:23
PR,Fix for 487,Show keyboard by default when composing a new SMS,,"moxie0,moxie0,moxie0",2013-12-21 06:44:22,2014-01-09 05:54:35
PR,Automatically show keyboard when new SMS is composed,fix for 487,,,2014-01-09 21:55:22,2014-01-09 22:40:33
PR,WBoC Visual Refresh,Logo redesign ConversationList redesign Conversation redesign xxhdpi assets when possible and an xxxhdpi icon as it is used in some xxhdpi devices myriad of minor tweaks,,"mcginty,moxie0,moxie0,moxie0,moxie0",2014-01-09 01:45:49,2014-01-10 05:08:15
PR,Do not fail build if lint gives errors,and some translation fixes,,meskio,2014-01-11 02:24:22,2014-01-11 04:57:46
PR,Make Add Attachment dialog readable on the dark theme,For 386 Fixing the issues of 390,,"meskio,moxie0,meskio,moxie0,moxie0,meskio,moxie0,meskio,moxie0,meskio",2013-10-24 15:27:34,2014-01-11 10:34:15
PR,Add apn settings for some providers,FREEBIE,,meskio,2014-01-11 07:06:30,2014-01-11 18:01:17
PR,Fixes more lint errors,,,meskio,2014-01-11 18:50:41,2014-01-11 18:52:32
PR,pngcrush and removal of unused layout,pngcrush on all applicable resources remove unused layout from repo,,mcginty,2014-01-12 00:35:41,2014-01-12 20:09:09
PR,Pebble Watch Notifications,Adds a preference option to send message notifications to a connected pebble watch It is a bit hacked together but works Removes preferenceLayoutChild on a couple of preference items which seem to be a hangover from the reorganisation in pull request 154 A minor spelling fix,,"moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,moxie0,thoughtbox,jlund,thoughtbox",2013-06-14 16:41:09,2014-01-18 21:34:16
PR,APN defaults for three of Czech providers,,,"moxie0,moxie0,moxie0",2014-01-04 12:58:37,2014-01-24 19:12:41
PR,Registration activity fixes,,,"veeti,mcginty,veeti",2014-01-10 03:14:46,2014-01-26 09:02:41
PR,Use ActionBarDrawerToggle,This will animate the drawer indicator and switch to the default up indicator when the SearchView is expanded,,"cketti,mcginty,cketti",2014-01-26 07:17:44,2014-01-26 09:37:22
PR,Use black theme without actionbar for RoutingActivity,The theme from the manifest is used for the startup animation Previously light background with a dark actionbar and the green icon was displayed during the startup animation then the theme switched to whatever is configured in settings Now a black background without actionbar is used for the startup animation This was chosen because a black flash when using the light theme is visually less distracting than a white flash when using the dark theme,,"cketti,mcginty,mcginty,cketti,mcginty,cketti,mcginty",2014-01-26 05:27:44,2014-02-02 02:54:50
PR,Link BitHub image to donation page Fixes 591,,,"backspace,moxie0,backspace,moxie0,backspace",2014-02-11 05:25:53,2014-02-11 05:57:10
PR,translation ar fix name,text was previously written to sound like 'tekt',,moxie0,2014-02-22 21:40:59,2014-02-22 22:23:53
PR,update to android plugin to 0 7 and gradle to 1 9,,,"mcginty,moxie0,mcginty",2013-12-20 14:14:02,2014-02-23 03:42:28
PR,Fix bug with recycled ListItems,,,moxie0,2014-02-24 01:11:49,2014-02-24 01:32:47
PR,Rewording of data channel,A user wo not necessarily know what the data channel is in this context Reworded as the push service which is also used elsewhere registration progress activity textsecure was unable to connect to the push service,,"thoughtbox,moxie0",2014-02-20 09:23:55,2014-02-24 17:13:39
PR,Minor spanish translation fix,,,moxie0,2014-02-24 22:20:15,2014-02-24 22:30:22
PR,Added a comment describing where the IV comes from,,,moxie0,2014-02-25 03:37:51,2014-02-25 05:41:43
PR,languages fix typo in german strings,,,moxie0,2014-02-25 08:26:00,2014-02-25 16:09:14
PR,Fix missing localozation strings for custom LED blink pattern,I realized that this part is not translated properly and is in fact hardcoded Tried to stick to naming conventions as close as possible,,,2014-02-25 10:45:53,2014-02-25 16:37:38
PR,Fixes portuguese translation,Typos and inconsistencies Contracto changed to Contacto contract vs contact mensagem message was mistyped a few times apagar and deletar were both used In pt PT deletar is not a thing and there is a separate pt BR translation so I decided to go with apagar plaintext was translated both as texto simples and n o cifrado a The former is a literal translation and the latter conveys the fact that the text is not encrypted Decided to go with n o cifrado not encrypted Subjective change interc mbio de chaves changed to troca de chaves key exchange It is a simpler word with the same meaning,,moxie0,2014-02-25 12:28:35,2014-02-25 17:01:59
PR,initialize country code name via telephonyManager getSimCountryIso,Hi guys i was not able to test this change and im unsure if i understood the existing code correctly but the intention should be clear and if you like it test it and merge it I dont want any BitHub payment Oh and i added a tiny refactoring to the boilerplate listener code,,moxie0,2014-02-25 17:05:47,2014-02-25 18:13:55
PR,Fix some German spelling errors,Minor fixes to the German translation,,moxie0,2014-02-25 17:49:31,2014-02-25 18:40:12
PR,FREEBIE reuse code,I realized the code is duplicate,,,2014-02-25 22:57:34,2014-02-25 23:15:26
PR,Some corrections to the german language file,Fixed typos in the german language file,,moxie0,2014-02-25 23:18:55,2014-02-25 23:22:46
PR,Fix emoji density scaling issues,This should render emoji at roughly the same DIPs independent of screen density now Tested on emulators with various densities,,"mcginty,fwalch,fwalch,moxie0,mcginty,mcginty,mcginty",2014-02-25 11:45:50,2014-02-26 00:28:44
PR,Fix missing space after colon,Fixed missing space after colon in the variables ConversationFragment sender s transport s sent received s ConversationFragment sender s transport s sent s received s,,moxie0,2014-02-25 23:50:16,2014-02-26 05:01:27
PR,Make outgoing links readable,Before before After after I noticed that the default link colour clashes on outgoing messages so I made it match the rest of the message s colour For consistency maybe incoming messages should be the same but they don t have the same clashing problem so I left it alone,,"backspace,mcginty,moxie0",2014-02-26 03:51:31,2014-02-26 05:23:41
PR,activity to submit logcat to pastebin,Makes it easier to get useful debug information from people without access to adb Notes READ LOGS permission was required for GB to output any logs Works either way on JB,,"mcginty,moxie0,moxie0,moxie0,mcginty,mcginty,moxie0,mcginty",2014-02-26 03:54:20,2014-02-26 06:20:34
PR,spelling fixes,mostly sie Sie formal changes and little fixes from a first rough go over the strings,,,2014-02-26 09:51:55,2014-02-26 11:57:05
PR,Update strings xml,Fixed Typo FREEBIE,,,2014-02-26 13:58:23,2014-02-26 16:55:17
